date          ibm           vw         ew
19941012     0.02094      0.0003      0.0016
19941013    -0.01197      0.0035      0.0024
19941014     0.01211      0.0016      0.0022
19941017     0.00171     -0.0005     -0.0003
19941018     0.01536     -0.0020     -0.0011
19941019     0.01345      0.0047      0.0035
19941020    -0.00498     -0.0062     -0.0026
19941021    -0.00500     -0.0037      0.0007
19941024    -0.02178     -0.0074     -0.0048
19941025     0.01199     -0.0004     -0.0036
19941026     0.00677      0.0027      0.0015
19941027    -0.00336      0.0060      0.0046
19941028     0.02698      0.0147      0.0087
19941031    -0.02135     -0.0015      0.0031
19941101    -0.00839     -0.0075     -0.0065
19941102     0.00508     -0.0025      0.0006
19941103    -0.01010      0.0024      0.0026
19941104    -0.02891     -0.0089     -0.0019
19941107     0.01054     -0.0005     -0.0043
19941108     0.01565      0.0048      0.0013
19941109     0.01370     -0.0009     -0.0012
19941110    -0.02703     -0.0025     -0.0012
19941111     0.00521     -0.0039     -0.0014
19941114     0.00691      0.0065      0.0009
19941115     0.00343     -0.0008      0.0009
19941116    -0.00513      0.0004      0.0002
19941117     0.00515     -0.0044     -0.0017
19941118     0.00171     -0.0043     -0.0015
19941121    -0.00512     -0.0072     -0.0067
19941122    -0.04288     -0.0177     -0.0129
19941123     0.00358     -0.0012     -0.0043
19941125     0.01071      0.0065      0.0077
19941128    -0.00177      0.0033     -0.0023
19941129     0.00000      0.0025      0.0019
19941130     0.00177     -0.0016      0.0049
19941201    -0.01767     -0.0098     -0.0082
19941202     0.02698      0.0072      0.0047
19941205     0.00000      0.0009     -0.0014
19941206     0.00350     -0.0016     -0.0039
19941207    -0.00524     -0.0052     -0.0057
19941208    -0.01579     -0.0138     -0.0116
19941209     0.01961      0.0015     -0.0033
19941212    -0.01224      0.0038     -0.0021
19941213    -0.01239      0.0024      0.0007
19941214     0.00717      0.0102      0.0056
19941215     0.00356      0.0037      0.0064
19941216    -0.00532      0.0047      0.0033
19941219     0.02139     -0.0017     -0.0029
19941220    -0.01222     -0.0005      0.0014
19941221     0.04064      0.0063      0.0048
19941222    -0.00170     -0.0002      0.0017
19941223     0.00000      0.0024      0.0041
19941227     0.01020      0.0045     -0.0005
19941228    -0.01684     -0.0036     -0.0037
19941229     0.01884      0.0027      0.0034
19941230    -0.01176     -0.0008      0.0114
19950103     0.00340     -0.0024      0.0040
19950104     0.00847      0.0033      0.0049
19950105    -0.00504     -0.0001      0.0031
19950106     0.01520      0.0019      0.0046
19950109     0.00499      0.0010      0.0027
19950110     0.01490      0.0021      0.0014
19950111    -0.00816     -0.0004      0.0005
19950112     0.00000      0.0002      0.0031
19950113     0.00493      0.0085      0.0077
19950116     0.01473      0.0078      0.0045
19950117     0.00000      0.0020      0.0035
19950118    -0.00323     -0.0009      0.0009
19950119    -0.00971     -0.0053     -0.0023
19950120    -0.01471     -0.0049     -0.0004
19950123    -0.01493     -0.0004     -0.0049
19950124    -0.00337      0.0020      0.0035
19950125    -0.02196      0.0022      0.0007
19950126     0.00000      0.0006      0.0008
19950127     0.00173      0.0037      0.0026
19950130    -0.01034     -0.0044     -0.0042
19950131     0.00523      0.0040      0.0053
19950201     0.02080      0.0016      0.0015
19950202     0.01019      0.0049      0.0044
19950203     0.00336      0.0123      0.0075
19950206     0.00000      0.0061      0.0045
19950207    -0.00168     -0.0004      0.0020
19950208     0.00000      0.0015      0.0028
19950209     0.01010     -0.0005      0.0038
19950210     0.00000      0.0025      0.0045
19950213    -0.00167      0.0003      0.0013
19950214     0.01002      0.0011      0.0022
19950215     0.00000      0.0048      0.0041
19950216    -0.00165     -0.0005     -0.0005
19950217    -0.00662     -0.0051     -0.0006
19950221    -0.01000     -0.0003     -0.0013
19950222     0.00000      0.0041      0.0010
19950223     0.00000      0.0046      0.0031
19950224     0.00842      0.0017      0.0032
19950227    -0.01169     -0.0078     -0.0085
19950228     0.01689      0.0081      0.0063
19950301     0.00166     -0.0030     -0.0004
19950302     0.02488     -0.0008      0.0001
19950303     0.03398      0.0013      0.0030
19950306     0.00469     -0.0009     -0.0030
19950307    -0.00623     -0.0070     -0.0065
19950308     0.00000      0.0021      0.0013
19950309     0.01097      0.0007      0.0016
19950310     0.00620      0.0110      0.0067
19950313     0.01079      0.0010      0.0011
19950314    -0.00610      0.0056      0.0045
19950315     0.00307     -0.0012      0.0023
19950316     0.02141      0.0057      0.0046
19950317    -0.01048     -0.0004      0.0017
19950320     0.01059      0.0013      0.0004
19950321    -0.01497     -0.0021     -0.0017
19950322    -0.00760      0.0007      0.0004
19950323     0.02144      0.0011      0.0031
19950324     0.00300      0.0093      0.0062
19950327     0.01644      0.0050      0.0026
19950328    -0.00588      0.0016      0.0019
19950329    -0.01775     -0.0014      0.0006
19950330    -0.00753     -0.0003      0.0045
19950331    -0.00303     -0.0024      0.0032
19950403     0.00913      0.0013      0.0006
19950404     0.00151      0.0045      0.0010
19950405     0.01205      0.0014      0.0026
19950406    -0.00149      0.0008      0.0020
19950407     0.00149     -0.0004      0.0013
19950410     0.02381      0.0025      0.0024
19950411     0.00872     -0.0013      0.0015
19950412     0.00432      0.0035      0.0032
19950413    -0.00861      0.0035      0.0056
19950417     0.01737     -0.0044      0.0002
19950418     0.00427     -0.0028     -0.0012
19950419    -0.01275     -0.0028     -0.0018
19950420     0.02152      0.0018      0.0031
19950421     0.02949      0.0053      0.0044
19950424     0.02046      0.0074      0.0050
19950425     0.00134     -0.0007      0.0014
19950426     0.01736      0.0016      0.0035
19950427     0.01706      0.0021      0.0034
19950428    -0.02323      0.0018      0.0035
19950501    -0.02642     -0.0007      0.0006
19950502     0.00814      0.0010      0.0018
19950503     0.01480      0.0092      0.0040
19950504    -0.00265     -0.0006     -0.0035
19950505    -0.00667     -0.0006      0.0013
19950508     0.00671      0.0064      0.0038
19950509    -0.00133      0.0004      0.0008
19950510     0.00267      0.0017      0.0023
19950511     0.00399      0.0021      0.0033
19950512     0.00133      0.0023      0.0033
19950515     0.00662      0.0044      0.0039
19950516    -0.00395      0.0018      0.0020
19950517     0.00264     -0.0015      0.0014
19950518    -0.01845     -0.0122     -0.0039
19950519     0.00268     -0.0007      0.0001
19950522     0.02008      0.0073      0.0042
19950523     0.02100      0.0085      0.0037
19950524    -0.01157      0.0000      0.0020
19950525     0.00650      0.0000      0.0013
19950526    -0.01809     -0.0075     -0.0008
19950530    -0.02500     -0.0017     -0.0023
19950531     0.00405      0.0140      0.0052
19950601     0.01344      0.0016      0.0021
19950602    -0.00398      0.0005      0.0046
19950605    -0.02796      0.0062      0.0063
19950606     0.00137     -0.0002      0.0028
19950607    -0.01642     -0.0030      0.0012
19950608    -0.00556     -0.0005      0.0033
19950609    -0.00280     -0.0070     -0.0000
19950612     0.01262      0.0050      0.0035
19950613     0.01662      0.0091      0.0059
19950614     0.01362      0.0011      0.0023
19950615     0.00000      0.0026      0.0052
19950616    -0.00403      0.0042      0.0035
19950619     0.01215      0.0091      0.0036
19950620     0.04267      0.0004      0.0018
19950621    -0.00639     -0.0002      0.0029
19950622     0.00386      0.0109      0.0058
19950623     0.01154     -0.0022      0.0004
19950626    -0.00380     -0.0095     -0.0050
19950627    -0.02926     -0.0033      0.0012
19950628     0.00786      0.0032      0.0012
19950629     0.00910     -0.0001      0.0024
19950630    -0.01031      0.0032      0.0096
19950703     0.01693      0.0034      0.0027
19950705    -0.00896      0.0022      0.0027
19950706     0.02196      0.0112      0.0056
19950707     0.00632      0.0065      0.0094
19950710     0.01131      0.0021      0.0043
19950711    -0.00870     -0.0030      0.0019
19950712     0.01880      0.0111      0.0094
19950713     0.02091      0.0007      0.0030
19950714     0.00120     -0.0014      0.0032
19950717     0.03249      0.0042      0.0037
19950718    -0.00233     -0.0077     -0.0045
19950719    -0.05374     -0.0162     -0.0165
19950720     0.02840      0.0061      0.0081
19950721    -0.00480      0.0009      0.0046
19950724     0.03739      0.0071      0.0069
19950725     0.00814      0.0074      0.0058
19950726     0.00577      0.0023      0.0041
19950727     0.01606      0.0069      0.0058
19950728    -0.00113     -0.0026      0.0035
19950731    -0.01582     -0.0007      0.0025
19950801     0.00689     -0.0046     -0.0024
19950802    -0.01938     -0.0016      0.0010
19950803     0.01395     -0.0009     -0.0001
19950804    -0.00344      0.0017      0.0039
19950807     0.00230      0.0026      0.0034
19950808     0.00918      0.0008      0.0016
19950809     0.00228      0.0001      0.0026
19950810    -0.00683     -0.0027      0.0016
19950811     0.00115     -0.0032      0.0003
19950814     0.01373      0.0072      0.0035
19950815     0.01129     -0.0010      0.0011
19950816     0.00335      0.0046      0.0054
19950817     0.01112      0.0004      0.0045
19950818    -0.01980      0.0010      0.0047
19950821    -0.04153     -0.0020      0.0021
19950822     0.00820      0.0017      0.0002
19950823    -0.00929     -0.0023      0.0023
19950824    -0.01641     -0.0004      0.0003
19950825    -0.00954      0.0041      0.0043
19950828    -0.02166     -0.0027     -0.0012
19950829     0.00738      0.0003     -0.0036
19950830    -0.00733      0.0033      0.0055
19950831     0.01722      0.0032      0.0049
19950901    -0.00605      0.0029      0.0048
19950905    -0.01582      0.0096      0.0037
19950906    -0.00371      0.0038      0.0045
19950907    -0.01365      0.0009      0.0046
19950908    -0.00503      0.0051      0.0074
19950911    -0.02528      0.0027      0.0020
19950912     0.01167      0.0029      0.0042
19950913    -0.02949      0.0038      0.0036
19950914    -0.01321      0.0056      0.0043
19950915    -0.01205     -0.0018     -0.0018
19950918     0.02033     -0.0012     -0.0026
19950919     0.02789      0.0031      0.0020
19950920    -0.01034      0.0045      0.0039
19950921    -0.01436     -0.0057     -0.0024
19950922    -0.00530     -0.0031     -0.0012
19950925    -0.01198     -0.0017     -0.0029
19950926     0.00135     -0.0009     -0.0022
19950927     0.01615     -0.0030     -0.0092
19950928    -0.00530      0.0090      0.0083
19950929     0.00666     -0.0005      0.0065
19951002    -0.01058     -0.0060     -0.0074
19951003     0.01471     -0.0015     -0.0064
19951004    -0.01186     -0.0043     -0.0066
19951005     0.00800      0.0031      0.0013
19951006    -0.00397      0.0004      0.0024
19951009    -0.02258     -0.0103     -0.0127
19951010    -0.01359     -0.0024     -0.0069
19951011     0.01928      0.0062      0.0074
19951012     0.00541      0.0078      0.0068
19951013    -0.00538      0.0037      0.0063
19951016     0.01622     -0.0017     -0.0009
19951017     0.03059      0.0058      0.0014
19951018    -0.00516      0.0022      0.0022
19951019     0.01946      0.0031      0.0003
19951020    -0.02926     -0.0055      0.0005
19951023     0.03801     -0.0042     -0.0060
19951024    -0.01010      0.0015      0.0003
19951025    -0.01913     -0.0080     -0.0057
19951026    -0.00260     -0.0093     -0.0091
19951027     0.00652      0.0041      0.0006
19951030     0.01813      0.0064      0.0024
19951031    -0.01018     -0.0017      0.0023
19951101    -0.00386      0.0049      0.0014
19951102     0.02839      0.0104      0.0076
19951103     0.01882      0.0033      0.0054
19951106    -0.00985     -0.0024     -0.0003
19951107    -0.01741     -0.0047     -0.0029
19951108    -0.00759      0.0070      0.0026
19951109     0.00639      0.0046      0.0038
19951110    -0.01017     -0.0009      0.0014
19951113     0.00000     -0.0012     -0.0026
19951114    -0.02054     -0.0063     -0.0045
19951115     0.00131      0.0052      0.0003
19951116     0.00131      0.0059      0.0036
19951117    -0.00523      0.0041      0.0035
19951120    -0.02234     -0.0052     -0.0027
19951121     0.01613      0.0022     -0.0038
19951122     0.00794     -0.0020      0.0021
19951124     0.00656      0.0035      0.0041
19951127     0.00000      0.0018     -0.0020
19951128     0.01173      0.0077      0.0035
19951129     0.00129      0.0042      0.0041
19951130    -0.00515     -0.0001      0.0066
19951201    -0.01940      0.0016      0.0048
19951204     0.01451      0.0104      0.0043
19951205    -0.00390      0.0046      0.0008
19951206     0.00000      0.0021     -0.0011
19951207    -0.01044     -0.0066     -0.0023
19951208     0.02243      0.0020      0.0033
19951211    -0.00645      0.0025     -0.0008
19951212    -0.00909     -0.0025     -0.0029
19951213    -0.00917      0.0043      0.0035
19951214    -0.00794     -0.0077     -0.0018
19951215    -0.03733     -0.0027     -0.0025
19951218    -0.01385     -0.0172     -0.0183
19951219     0.03230      0.0098      0.0056
19951220    -0.02721     -0.0047      0.0063
19951221     0.01678      0.0071      0.0061
19951222     0.00413      0.0034      0.0063
19951226     0.00548      0.0032      0.0004
19951227     0.00272      0.0016      0.0022
19951228    -0.02038     -0.0003     -0.0012
19951229     0.01387      0.0044      0.0113
19960102    -0.00547      0.0066      0.0110
19960103    -0.01788     -0.0001      0.0051
19960104    -0.02661     -0.0077     -0.0057
19960105     0.02014     -0.0010      0.0056
19960108     0.00564      0.0027      0.0037
19960109    -0.02665     -0.0159     -0.0097
19960110     0.00576     -0.0156     -0.0097
19960111     0.00000      0.0084      0.0076
19960112    -0.01003     -0.0010      0.0010
19960115    -0.03763     -0.0053     -0.0047
19960116     0.04662      0.0100      0.0003
19960117     0.00718     -0.0005      0.0006
19960118     0.09843      0.0038      0.0049
19960119     0.05974      0.0057      0.0040
19960122     0.00245      0.0043      0.0060
19960123     0.00733     -0.0000      0.0021
19960124     0.03883      0.0102      0.0058
19960125    -0.02687     -0.0037      0.0018
19960126     0.00600      0.0062      0.0040
19960129     0.01671      0.0040      0.0033
19960130     0.01995      0.0092      0.0049
19960131    -0.00115      0.0080      0.0066
19960201     0.00461      0.0046      0.0054
19960202     0.00573     -0.0022      0.0033
19960205     0.02395      0.0070      0.0029
19960206     0.02227      0.0068      0.0037
19960207    -0.01634      0.0035     -0.0001
19960208     0.00777      0.0077      0.0045
19960209     0.00000      0.0009      0.0029
19960212     0.01542      0.0055      0.0007
19960213    -0.01410     -0.0019     -0.0022
19960214     0.00550     -0.0041      0.0027
19960215     0.02954     -0.0027      0.0021
19960216     0.00319     -0.0034      0.0029
19960220     0.00953     -0.0104     -0.0069
19960221     0.00944      0.0103      0.0078
19960222     0.03222      0.0152      0.0091
19960223     0.01208      0.0007      0.0020
19960226    -0.00597     -0.0098     -0.0014
19960227     0.03103     -0.0041     -0.0011
19960228    -0.01068     -0.0016      0.0035
19960229    -0.03729     -0.0055     -0.0002
19960301    -0.03670      0.0026      0.0021
19960304    -0.01693      0.0088      0.0030
19960305     0.02476      0.0067      0.0021
19960306    -0.01681     -0.0034      0.0009
19960307     0.00107      0.0019      0.0012
19960308    -0.02455     -0.0284     -0.0202
19960311     0.02626      0.0095      0.0079
19960312    -0.02559     -0.0046     -0.0017
19960313     0.01422      0.0046      0.0056
19960314     0.00863      0.0043      0.0062
19960315     0.02567      0.0015      0.0037
19960318     0.03962      0.0142      0.0071
19960319    -0.02307     -0.0012      0.0017
19960320    -0.03901     -0.0026      0.0005
19960321    -0.01816     -0.0007      0.0032
19960322    -0.00544      0.0023      0.0037
19960325    -0.04814     -0.0026     -0.0023
19960326     0.01839      0.0031     -0.0003
19960327     0.00451     -0.0031      0.0015
19960328    -0.01348      0.0003      0.0006
19960329     0.01367     -0.0017      0.0085
19960401    -0.00787      0.0102      0.0023
19960402     0.06569      0.0024      0.0025
19960403     0.01807      0.0014      0.0041
19960404    -0.01670      0.0005      0.0023
19960408     0.01380     -0.0160     -0.0116
19960409    -0.01257     -0.0008      0.0034
19960410    -0.01591     -0.0107     -0.0003
19960411     0.01293     -0.0050     -0.0025
19960412    -0.05106      0.0080      0.0062
19960415     0.02354      0.0080      0.0063
19960416     0.01205      0.0050      0.0044
19960417    -0.08874     -0.0045      0.0006
19960418     0.00238      0.0048      0.0068
19960419    -0.00118      0.0024      0.0043
19960422     0.01779      0.0059      0.0060
19960423    -0.00233      0.0060      0.0059
19960424    -0.00234      0.0002      0.0039
19960425     0.01405      0.0046      0.0073
19960426    -0.00462      0.0018      0.0065
19960429     0.00812      0.0010      0.0033
19960430    -0.00806      0.0005      0.0040
19960501     0.00116      0.0023      0.0065
19960502     0.00000     -0.0154     -0.0057
19960503     0.00232     -0.0007      0.0050
19960506    -0.01040     -0.0013      0.0021
19960507    -0.01051     -0.0035     -0.0014
19960508     0.00331      0.0058     -0.0008
19960509     0.01063      0.0026      0.0066
19960510    -0.00584      0.0106      0.0085
19960513     0.01175      0.0128      0.0068
19960514     0.00929      0.0071      0.0067
19960515     0.00345     -0.0000      0.0034
19960516    -0.00344      0.0005      0.0031
19960517     0.02071      0.0055      0.0067
19960520     0.01127      0.0059      0.0057
19960521    -0.01003     -0.0003      0.0018
19960522    -0.00563      0.0061      0.0052
19960523    -0.01019     -0.0024      0.0016
19960524    -0.00458      0.0025      0.0059
19960528    -0.00460     -0.0085     -0.0045
19960529    -0.01270     -0.0064     -0.0030
19960530     0.00351      0.0051      0.0048
19960531    -0.00466     -0.0014      0.0059
19960603    -0.01288     -0.0023     -0.0019
19960604     0.00474      0.0066      0.0037
19960605    -0.00945      0.0069      0.0048
19960606    -0.03456     -0.0074     -0.0042
19960607     0.00494     -0.0021     -0.0050
19960610     0.00860     -0.0008      0.0005
19960611     0.00487     -0.0011      0.0001
19960612    -0.00121     -0.0006      0.0016
19960613     0.00243     -0.0028     -0.0027
19960614    -0.01574     -0.0042     -0.0023
19960617     0.00861     -0.0019     -0.0027
19960618    -0.01220     -0.0072     -0.0094
19960619     0.00864     -0.0010     -0.0042
19960620    -0.01346     -0.0031     -0.0073
19960621    -0.02109      0.0057      0.0032
19960624     0.01014      0.0036      0.0020
19960625     0.00125     -0.0021     -0.0047
19960626    -0.01128     -0.0079     -0.0097
19960627     0.00253      0.0058      0.0010
19960628     0.00126      0.0074      0.0139
19960701     0.02525      0.0076      0.0038
19960702    -0.01478     -0.0024     -0.0006
19960703    -0.01500     -0.0031     -0.0018
19960705    -0.00635     -0.0196     -0.0102
19960708     0.00511     -0.0083     -0.0093
19960709     0.00635      0.0035      0.0008
19960710    -0.00126     -0.0019     -0.0084
19960711    -0.02908     -0.0179     -0.0212
19960712    -0.01302      0.0001     -0.0008
19960715    -0.04090     -0.0262     -0.0253
19960716     0.05365     -0.0054     -0.0135
19960717    -0.01697      0.0140      0.0229
19960718     0.00133      0.0159      0.0145
19960719    -0.00531     -0.0073     -0.0010
19960722    -0.01333     -0.0092     -0.0103
19960723    -0.02432     -0.0141     -0.0159
19960724     0.01662     -0.0028     -0.0161
19960725     0.12943      0.0092      0.0108
19960726     0.00241      0.0091      0.0092
19960729     0.00842     -0.0074     -0.0037
19960730     0.02506      0.0047     -0.0001
19960731     0.00116      0.0074      0.0074
19960801    -0.00233      0.0154      0.0075
19960802     0.01515      0.0182      0.0136
19960805     0.00344     -0.0026     -0.0003
19960806     0.00343      0.0030      0.0023
19960807     0.03056      0.0041      0.0052
19960808     0.00777     -0.0012      0.0017
19960809    -0.00991     -0.0024      0.0016
19960812    -0.00222      0.0053      0.0003
19960813    -0.02453     -0.0075     -0.0042
19960814     0.01714      0.0039      0.0043
19960815    -0.00337      0.0011      0.0020
19960816    -0.00789      0.0043      0.0050
19960819     0.00000      0.0012      0.0002
19960820     0.00455     -0.0010      0.0007
19960821     0.01584     -0.0006      0.0007
19960822     0.00334      0.0085      0.0064
19960823     0.00333     -0.0033      0.0021
19960826    -0.00442     -0.0034     -0.0010
19960827    -0.00667      0.0041      0.0045
19960828     0.02908      0.0003      0.0040
19960829     0.00109     -0.0090     -0.0018
19960830    -0.00651     -0.0059      0.0021
19960903     0.00765      0.0016     -0.0037
19960904    -0.00542      0.0017      0.0022
19960905    -0.01309     -0.0093     -0.0040
19960906     0.02099      0.0096      0.0067
19960909     0.01840      0.0096      0.0038
19960910     0.00425      0.0007     -0.0001
19960911    -0.00106      0.0043      0.0020
19960912    -0.00636      0.0063      0.0046
19960913     0.04158      0.0126      0.0070
19960916     0.00512      0.0050      0.0021
19960917     0.00713     -0.0010     -0.0004
19960918     0.00708     -0.0015      0.0013
19960919    -0.00803      0.0020      0.0014
19960920    -0.00405      0.0051      0.0035
19960923     0.01016     -0.0018     -0.0019
19960924    -0.00101      0.0001      0.0010
19960925     0.01913      0.0018      0.0023
19960926    -0.01680      0.0022      0.0037
19960927     0.00302      0.0008      0.0033
19960930    -0.00200      0.0021      0.0029
19961001    -0.00602      0.0006     -0.0019
19961002     0.01717      0.0074      0.0048
19961003    -0.00695     -0.0015     -0.0005
19961004     0.01300      0.0110      0.0046
19961007     0.00987      0.0019     -0.0010
19961008     0.00391     -0.0041     -0.0017
19961009    -0.01655     -0.0047     -0.0019
19961010     0.01188     -0.0021      0.0009
19961011     0.01663      0.0068      0.0032
19961014     0.00096      0.0044      0.0016
19961015    -0.00385     -0.0014     -0.0027
19961016    -0.01448      0.0009     -0.0014
19961017    -0.01567      0.0025      0.0008
19961018     0.02985      0.0037      0.0019
19961021     0.00580     -0.0024     -0.0034
19961022    -0.02402     -0.0061     -0.0070
19961023     0.01772      0.0003     -0.0015
19961024    -0.01451     -0.0044      0.0015
19961025    -0.00687     -0.0018      0.0001
19961028     0.00692     -0.0056     -0.0053
19961029    -0.01374      0.0025     -0.0059
19961030     0.00597     -0.0000     -0.0003
19961031     0.02077      0.0062      0.0049
19961101    -0.01163     -0.0016     -0.0009
19961104     0.00980      0.0028     -0.0029
19961105     0.01165      0.0086      0.0008
19961106     0.02668      0.0137      0.0055
19961107     0.00281      0.0041      0.0031
19961108     0.00467      0.0038      0.0025
19961111     0.00093      0.0020      0.0020
19961112    -0.00929     -0.0017     -0.0003
19961113     0.01126      0.0019      0.0017
19961114     0.01577      0.0059      0.0030
19961115     0.05936      0.0009      0.0010
19961118     0.01207     -0.0014     -0.0021
19961119     0.05026      0.0054      0.0001
19961120    -0.00973      0.0025      0.0013
19961121     0.00983     -0.0018      0.0000
19961122     0.02839      0.0074      0.0070
19961125    -0.00552      0.0096      0.0055
19961126     0.00238     -0.0016     -0.0023
19961127     0.00079      0.0004      0.0039
19961129     0.00791      0.0030      0.0075
19961202     0.02275      0.0005     -0.0017
19961203    -0.00230     -0.0068      0.0034
19961204    -0.00384     -0.0032     -0.0002
19961205    -0.02160     -0.0006      0.0042
19961206    -0.01814     -0.0073     -0.0090
19961209     0.02811      0.0139      0.0093
19961210    -0.01406     -0.0025      0.0018
19961211    -0.01030     -0.0092     -0.0082
19961212    -0.02882     -0.0122     -0.0016
19961213     0.00824     -0.0027     -0.0023
19961216    -0.02780     -0.0105     -0.0064
19961217     0.02187      0.0046     -0.0023
19961218     0.04444      0.0083      0.0057
19961219    -0.00315      0.0157      0.0054
19961220    -0.02213      0.0031      0.0018
19961223    -0.00243     -0.0032     -0.0040
19961224     0.00972      0.0047      0.0022
19961226     0.00000      0.0057      0.0018
19961227    -0.00401      0.0020      0.0020
19961230    -0.00967     -0.0020     -0.0016
19961231    -0.01383     -0.0094      0.0109
19970102     0.01155     -0.0074      0.0013
19970103     0.03834      0.0135      0.0125
19970106     0.01335      0.0007      0.0051
19970107     0.01318      0.0074      0.0073
19970108    -0.02142     -0.0038      0.0044
19970109     0.01251      0.0075      0.0062
19970110     0.00695      0.0052      0.0039
19970113     0.00537     -0.0001      0.0026
19970114     0.01916      0.0110      0.0048
19970115    -0.01431     -0.0016      0.0003
19970116     0.00532      0.0029      0.0034
19970117    -0.00151      0.0071      0.0055
19970120     0.01059      0.0032      0.0041
19970121     0.00599      0.0046      0.0022
19970122    -0.05952      0.0039      0.0014
19970123    -0.03956     -0.0081      0.0018
19970124    -0.00824     -0.0093     -0.0047
19970127    -0.03156     -0.0066     -0.0034
19970128     0.03431      0.0005      0.0029
19970129     0.03731      0.0067      0.0023
19970130     0.00560      0.0118      0.0045
19970131    -0.00238      0.0034      0.0051
19970203    -0.01275      0.0003      0.0016
19970204    -0.00807      0.0014     -0.0002
19970205    -0.03173     -0.0122     -0.0044
19970206    -0.01613      0.0021      0.0009
19970207     0.01884      0.0094      0.0036
19970210    -0.04034     -0.0063     -0.0047
19970211     0.01751      0.0036     -0.0019
19970212    -0.00172      0.0149      0.0068
19970213     0.00948      0.0102      0.0047
19970214    -0.00939     -0.0017      0.0022
19970218     0.00172      0.0069      0.0025
19970219    -0.01119     -0.0029      0.0002
19970220    -0.01654     -0.0110     -0.0050
19970221    -0.02566     -0.0022      0.0000
19970224     0.04541      0.0082      0.0014
19970225     0.01825      0.0027      0.0024
19970226     0.00256     -0.0073     -0.0050
19970227    -0.02638     -0.0120     -0.0036
19970228     0.00524     -0.0046     -0.0023
19970303     0.00957      0.0038     -0.0014
19970304    -0.00172     -0.0022      0.0020
19970305     0.00431      0.0115      0.0051
19970306     0.00773     -0.0025      0.0001
19970307    -0.01279      0.0067      0.0032
19970310     0.00950      0.0087      0.0032
19970311    -0.00086     -0.0019     -0.0006
19970312    -0.00771     -0.0077     -0.0042
19970313    -0.01381     -0.0160     -0.0085
19970314     0.00525      0.0035      0.0022
19970317    -0.02872     -0.0012     -0.0074
19970318    -0.00090     -0.0073     -0.0055
19970319    -0.01076     -0.0062     -0.0087
19970320    -0.00725     -0.0019      0.0010
19970321    -0.03196      0.0012      0.0008
19970324     0.03208      0.0048     -0.0052
19970325    -0.00640     -0.0003      0.0004
19970326     0.03220      0.0025      0.0033
19970327    -0.02317     -0.0185     -0.0075
19970331     0.00182     -0.0220     -0.0128
19970401    -0.00364      0.0018     -0.0059
19970402    -0.02194     -0.0113     -0.0078
19970403    -0.01963     -0.0003     -0.0027
19970404    -0.01430      0.0111      0.0070
19970407     0.02515      0.0079      0.0070
19970408     0.03113      0.0042      0.0017
19970409    -0.02562     -0.0054      0.0021
19970410    -0.00094     -0.0040     -0.0007
19970411     0.00282     -0.0241     -0.0126
19970414     0.02343      0.0052     -0.0026
19970415     0.01007      0.0120      0.0039
19970416    -0.00272      0.0081     -0.0003
19970417     0.00182     -0.0008      0.0003
19970418     0.01452      0.0043      0.0023
19970421    -0.01699     -0.0093     -0.0085
19970422     0.01911      0.0137     -0.0004
19970423     0.01696     -0.0000     -0.0006
19970424     0.07902     -0.0020      0.0010
19970425    -0.01871     -0.0091     -0.0019
19970428    -0.00249      0.0078     -0.0015
19970429     0.05320      0.0237      0.0084
19970430     0.01342      0.0094      0.0052
19970501     0.00545     -0.0003      0.0050
19970502     0.00465      0.0192      0.0152
19970505     0.02467      0.0211      0.0135
19970506    -0.00376     -0.0027      0.0026
19970507    -0.01798     -0.0111     -0.0003
19970508     0.03238      0.0044      0.0026
19970509     0.00075      0.0054      0.0069
19970512     0.03582      0.0128      0.0051
19970513     0.00072     -0.0043      0.0011
19970514     0.00144      0.0035      0.0040
19970515     0.00000      0.0059      0.0031
19970516    -0.02229     -0.0104      0.0007
19970519    -0.00735      0.0028      0.0020
19970520     0.02963      0.0089      0.0039
19970521     0.00791     -0.0006      0.0036
19970522    -0.01499     -0.0021      0.0025
19970523     0.00507      0.0126      0.0090
19970527     0.03389      0.0030      0.0025
19970528     0.00558     -0.0010      0.0032
19970529    -0.02635     -0.0023      0.0033
19970530    -0.01425      0.0054      0.0049
19970602     0.00723      0.0001      0.0046
19970603    -0.03156     -0.0013      0.0020
19970604    -0.01185     -0.0041      0.0018
19970605    -0.00600      0.0044      0.0055
19970606     0.03318      0.0135      0.0066
19970609     0.01460      0.0046      0.0025
19970610    -0.00719      0.0015     -0.0002
19970611     0.01014      0.0040      0.0022
19970612     0.01148      0.0127      0.0038
19970613     0.00993      0.0086      0.0036
19970616     0.00281      0.0020      0.0018
19970617     0.00700      0.0015      0.0008
19970618    -0.00974     -0.0037     -0.0001
19970619     0.00702      0.0094      0.0061
19970620     0.00279     -0.0002      0.0018
19970623    -0.02364     -0.0176     -0.0040
19970624     0.04630      0.0157      0.0054
19970625     0.00068     -0.0066     -0.0009
19970626    -0.01361     -0.0046     -0.0002
19970627     0.00690      0.0043      0.0054
19970630    -0.01096     -0.0004      0.0063
19970701     0.01731      0.0057      0.0008
19970702     0.01770      0.0117      0.0036
19970703     0.01472      0.0119      0.0055
19970707    -0.00330     -0.0034     -0.0019
19970708     0.01323      0.0070      0.0033
19970709     0.00457     -0.0086     -0.0008
